"game_id","team_id","team_name","team_abbreviation","team_city","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","stl","blk","to","pf","pts","plus_minus","game_date","seasongame","off_rating","def_rating","net_rating","ast_pct","ast_tov","ast_ratio","oreb_pct","dreb_pct","reb_pct","tm_tov_pct","efg_pct","ts_pct","usg_pct","pace","pie"
21500815,1610612744,"Warriors","GSW","Golden State","240:00",42.6153846153846,87.0576923076923,0.490769230769231,12.9038461538462,30.4615384615385,0.420346153846154,17.3269230769231,22.9615384615385,0.756365384615385,10.4038461538462,36.5,46.9038461538462,29.1538461538462,8.28846153846154,6.26923076923077,15.0384615384615,20.9423076923077,115.461538461538,12.5,2016-02-19,53,113.207692307692,99.2557692307692,13.95,0.682269230769231,2.05403846153846,20.5038461538462,0.243865384615385,0.759173076923077,0.518557692307692,0.149596153846154,0.5655,0.595884615384615,0.199442307692308,102.145769230769,0.58175
21500815,1610612757,"Trail Blazers","POR","Portland","240:00",38.3703703703704,85.7592592592593,0.448444444444444,10.0555555555556,28.4259259259259,0.351444444444444,15.6851851851852,21.5925925925926,0.724537037037037,11.8888888888889,33.9814814814815,45.8703703703704,21.3333333333333,6.88888888888889,4.22222222222222,14.2962962962963,21.8888888888889,102.481481481481,0.555555555555556,2016-02-19,55,104.6,104.507407407407,0.0925925925925926,0.555462962962963,1.58703703703704,16.2018518518519,0.264777777777778,0.777425925925926,0.518351851851852,0.15037037037037,0.507277777777778,0.539259259259259,0.199055555555556,97.3862962962963,0.488037037037037
21500816,1610612743,"Nuggets","DEN","Denver","240:00",36.9074074074074,84.5925925925926,0.436888888888889,7.83333333333333,23.2222222222222,0.3355,18.8333333333333,24.5555555555556,0.77212962962963,11.5740740740741,32.9814814814815,44.5555555555556,22.2407407407407,7.33333333333333,4.55555555555556,14.0555555555556,20.5740740740741,100.481481481481,-2.94444444444444,2016-02-19,55,102.209259259259,105.490740740741,-3.28518518518519,0.601907407407407,1.70611111111111,16.7648148148148,0.259574074074074,0.771648148148148,0.512259259259259,0.147555555555556,0.4835,0.527240740740741,0.199055555555556,97.6472222222222,0.477851851851852
21500816,1610612758,"Kings","SAC","Sacramento","240:00",40,86.5283018867924,0.462962264150943,8.11320754716981,22.7735849056604,0.356,18.9433962264151,26.0566037735849,0.724622641509434,10.7547169811321,34.4339622641509,45.188679245283,24.9811320754717,8.58490566037736,4.49056603773585,15.8490566037736,20.7358490566038,107.056603773585,-2.0377358490566,2016-02-19,54,103.316981132075,106.207547169811,-2.88679245283019,0.626792452830189,1.58981132075472,17.8622641509434,0.241754716981132,0.761377358490566,0.504622641509434,0.158735849056604,0.510301886792453,0.547245283018868,0.198811320754717,102.243773584906,0.496509433962264
21500817,1610612738,"Celtics","BOS","Boston","240:00",39.4181818181818,89.5090909090909,0.441090909090909,9.14545454545454,27.1090909090909,0.337145454545455,17.7636363636364,22.4909090909091,0.788381818181818,11.5636363636364,33.5636363636364,45.1272727272727,24.6727272727273,9.50909090909091,4.23636363636364,14.0363636363636,22.4545454545455,105.745454545455,4.2,2016-02-19,56,103.512727272727,99.6272727272727,3.88545454545455,0.623290909090909,1.86327272727273,17.7254545454545,0.249727272727273,0.748436363636364,0.495527272727273,0.140090909090909,0.492254545454545,0.532818181818182,0.199436363636364,101.307272727273,0.526363636363636
21500817,1610612762,"Jazz","UTA","Utah","240:00",35.7735849056604,80.4528301886792,0.445716981132075,8.20754716981132,23.2641509433962,0.354849056603774,17.8679245283019,23.6792452830189,0.754301886792453,10.9622641509434,31.7735849056604,42.7358490566038,18.3962264150943,7.84905660377358,5.13207547169811,14,21.3018867924528,97.622641509434,1.07547169811321,2016-02-19,54,103.081132075472,102.430188679245,0.654716981132076,0.513754716981132,1.33358490566038,14.7603773584906,0.260528301886792,0.768075471698113,0.515207547169811,0.157,0.496830188679245,0.538584905660377,0.198301886792453,93.0984905660377,0.506830188679245
21500818,1610612747,"Lakers","LAL","Los Angeles","240:00",34.9636363636364,84.8727272727273,0.413509090909091,7.76363636363636,24.6181818181818,0.318818181818182,18.8181818181818,24.2909090909091,0.768563636363636,10.5454545454545,32.4909090909091,43.0363636363636,18.2,7.18181818181818,4.41818181818182,13.3090909090909,20.1454545454545,96.5090909090909,-9.61818181818182,2016-02-19,56,97.4618181818182,108.303636363636,-10.8472727272727,0.522545454545455,1.37036363636364,14.2109090909091,0.225018181818182,0.741636363636364,0.477527272727273,0.141654545454545,0.459327272727273,0.506109090909091,0.198618181818182,98.3709090909091,0.425927272727273
21500818,1610612759,"Spurs","SAS","San Antonio","240:00",40.7222222222222,83.2222222222222,0.490055555555556,7.27777777777778,18.6481481481481,0.393296296296296,15.9444444444444,20,0.800185185185185,9.2962962962963,35.1111111111111,44.4074074074074,25.0925925925926,8.11111111111111,5.81481481481481,12.9259259259259,17.6111111111111,104.666666666667,12.6666666666667,2016-02-19,55,108.977777777778,95.3537037037037,13.612962962963,0.616574074074074,2.10277777777778,19.1611111111111,0.229796296296296,0.799018518518519,0.526555555555556,0.139240740740741,0.534018518518519,0.569351851851852,0.198925925925926,96.3162962962963,0.590833333333333
21500819,1610612737,"Hawks","ATL","Atlanta","290:00",38.5714285714286,83.8571428571429,0.460482142857143,9.5,27.0892857142857,0.351410714285714,15.9107142857143,20.1607142857143,0.789839285714286,8.48214285714286,32.6964285714286,41.1785714285714,25.375,9.44642857142857,5.48214285714286,14.7321428571429,18.9107142857143,102.553571428571,2.625,2016-02-20,57,103.157142857143,100.010714285714,3.14107142857143,0.654589285714286,1.75303571428571,18.9482142857143,0.193107142857143,0.746035714285714,0.473660714285714,0.152357142857143,0.517160714285714,0.553428571428571,0.199142857142857,99.3176785714286,0.517303571428571
21500819,1610612749,"Bucks","MIL","Milwaukee","290:00",37.7090909090909,81.8363636363636,0.461127272727273,5.50909090909091,15.7454545454545,0.3482,17.1272727272727,22.6545454545455,0.758636363636364,10.6363636363636,31.1454545454545,41.7818181818182,22.8727272727273,7.78181818181818,5.69090909090909,14.9818181818182,21.3636363636364,98.0545454545454,-4.69090909090909,2016-02-20,56,101.445454545455,105.849090909091,-4.40727272727273,0.607127272727273,1.61945454545455,17.4836363636364,0.250254545454545,0.727909090909091,0.491636363636364,0.160054545454545,0.494963636363636,0.535,0.199018181818182,96.3710909090909,0.482127272727273
21500820,1610612748,"Heat","MIA","Miami","240:00",36.7592592592593,79.7037037037037,0.462518518518518,6.11111111111111,18.8518518518519,0.320296296296296,16.7407407407407,22.6666666666667,0.744240740740741,9.03703703703704,34.1111111111111,43.1481481481481,20.2592592592593,6.48148148148148,6.37037037037037,13.4444444444444,17.462962962963,96.3703703703704,-0.222222222222222,2016-02-20,55,101.635185185185,100.881481481481,0.766666666666667,0.54987037037037,1.55148148148148,16.212962962963,0.213907407407407,0.78712962962963,0.507888888888889,0.149888888888889,0.501351851851852,0.538944444444444,0.198388888888889,94.905,0.514759259259259
21500820,1610612764,"Wizards","WAS","Washington","240:00",38.5471698113208,84.2641509433962,0.458490566037736,8.73584905660377,24.1698113207547,0.362207547169811,16.7735849056604,22.4150943396226,0.749811320754717,8.54716981132075,31.3207547169811,39.8679245283019,24.0377358490566,8.94339622641509,3.9811320754717,13.7547169811321,20.4339622641509,102.603773584906,-2.09433962264151,2016-02-20,54,102.809433962264,104.458490566038,-1.64905660377358,0.624735849056604,1.83094339622641,18.1301886792453,0.196490566037736,0.767962264150943,0.474358490566038,0.143320754716981,0.511056603773585,0.546358490566038,0.198792452830189,100.096226415094,0.487490566037736
21500821,1610612750,"Timberwolves","MIN","Minnesota","240:00",36.9272727272727,80.9272727272727,0.457218181818182,4.96363636363636,15.4909090909091,0.316745454545455,21.6909090909091,27.1454545454545,0.803436363636364,10.2545454545455,31.9454545454545,42.2,22.4,7.49090909090909,4.56363636363636,14.2363636363636,21.6909090909091,100.509090909091,-3.65454545454545,2016-02-20,56,103.112727272727,106.405454545455,-3.3,0.607745454545455,1.61745454545455,17.1490909090909,0.248109090909091,0.757181818181818,0.504727272727273,0.153218181818182,0.487945454545455,0.542018181818182,0.198581818181818,96.892,0.496763636363636
21500821,1610612752,"Knicks","NYK","New York","240:00",36.875,84.1428571428571,0.439107142857143,7.23214285714286,21.4821428571429,0.337053571428571,18.1428571428571,22.4107142857143,0.814071428571429,10.4821428571429,33.4464285714286,43.9285714285714,20.375,5.89285714285714,5.625,12.7678571428571,20.6607142857143,99.125,-2.32142857142857,2016-02-20,57,102.146428571429,104.941071428571,-2.80178571428571,0.554857142857143,1.60071428571429,15.8839285714286,0.239178571428571,0.759178571428571,0.500910714285714,0.139303571428571,0.482285714285714,0.528089285714286,0.198482142857143,96.0403571428571,0.486464285714286
21500822,1610612744,"Warriors","GSW","Golden State","240:00",42.4905660377358,87.1509433962264,0.48888679245283,12.8867924528302,30.5283018867925,0.419075471698113,17.3962264150943,23.0566037735849,0.756245283018868,10.4716981132075,36.4339622641509,46.9056603773585,29.0754716981132,8.26415094339623,6.22641509433962,15.1320754716981,20.8679245283019,115.264150943396,11.6603773584906,2016-02-20,54,112.867924528302,99.688679245283,13.177358490566,0.682490566037736,2.0388679245283,20.4320754716981,0.244150943396226,0.760037735849057,0.51811320754717,0.150188679245283,0.563452830188679,0.594132075471698,0.199452830188679,102.316981132075,0.577679245283019
21500822,1610612746,"Clippers","LAC","Los Angeles","240:00",38.2592592592593,82.6481481481482,0.464333333333333,9.38888888888889,25.8518518518519,0.361666666666667,18.7962962962963,27.2407407407407,0.702648148148148,9.12962962962963,33.2777777777778,42.4074074074074,22.6481481481481,8.16666666666667,5.42592592592593,12.6481481481481,21.5555555555556,104.703703703704,4.22222222222222,2016-02-20,55,106.194444444444,100.809259259259,5.3962962962963,0.594148148148148,1.85555555555556,17.3240740740741,0.204518518518519,0.749444444444444,0.479166666666667,0.13287037037037,0.521277777777778,0.554574074074074,0.199166666666667,98.1964814814815,0.530648148148148
21500823,1610612740,"Pelicans","NOP","New Orleans","240:00",38.4814814814815,85.9444444444444,0.448666666666667,8.61111111111111,24.2037037037037,0.350518518518519,16.8888888888889,21.7962962962963,0.776888888888889,9.53703703703704,32.8518518518519,42.3888888888889,21.7222222222222,7.85185185185185,4.74074074074074,12.5555555555556,20.7037037037037,102.462962962963,-2.77777777777778,2016-02-21,55,103.651851851852,106.7,-3.05,0.564814814814815,1.89648148148148,16.637037037037,0.211425925925926,0.783,0.487537037037037,0.130611111111111,0.498796296296296,0.537055555555556,0.199166666666667,98.2805555555556,0.477759259259259
21500823,1610612765,"Pistons","DET","Detroit","240:00",38.1272727272727,87.6545454545455,0.436636363636364,8.87272727272727,26.3454545454545,0.335618181818182,16.3636363636364,25.3636363636364,0.654,13.0363636363636,33.5818181818182,46.6181818181818,18.6,7.34545454545455,3.78181818181818,13.1636363636364,19.4,101.490909090909,0.581818181818182,2016-02-21,56,102.134545454545,102.443636363636,-0.298181818181818,0.489563636363636,1.45927272727273,14.1509090909091,0.273509090909091,0.788672727272727,0.519309090909091,0.137927272727273,0.488036363636364,0.515090909090909,0.199018181818182,97.7583636363636,0.4792
21500824,1610612739,"Cavaliers","CLE","Cleveland","240:00",38.4339622641509,84.0566037735849,0.459056603773585,10.0754716981132,28.2452830188679,0.354830188679245,16,21.9622641509434,0.735660377358491,10.8867924528302,34.0377358490566,44.9245283018868,22.3207547169811,6.84905660377358,3.83018867924528,12.7169811320755,20.377358490566,102.943396226415,6.0377358490566,2016-02-21,54,107.11320754717,101.030188679245,6.08679245283019,0.579283018867925,1.81037735849057,17.1301886792453,0.255207547169811,0.785018867924528,0.521943396226415,0.139735849056604,0.519415094339623,0.551245283018868,0.198452830188679,95.2735849056604,0.529830188679245
21500824,1610612760,"Thunder","OKC","Oklahoma City","240:00",40.9636363636364,86.1272727272727,0.476345454545455,8.01818181818182,22.4545454545455,0.358618181818182,19.9272727272727,25.2545454545455,0.794072727272727,12.7272727272727,35,47.7272727272727,22.4545454545455,7.56363636363636,6.30909090909091,15,20.4181818181818,109.872727272727,8.01818181818182,2016-02-21,56,109.952727272727,101.605454545455,8.34727272727273,0.548727272727273,1.55145454545455,16.58,0.302963636363636,0.758818181818182,0.542618181818182,0.154509090909091,0.523290909090909,0.566,0.199109090909091,99.3809090909091,0.554618181818182
21500825,1610612738,"Celtics","BOS","Boston","240:00",39.25,89.3571428571429,0.439821428571429,9.10714285714286,27.0714285714286,0.336125,17.9107142857143,22.7321428571429,0.787196428571429,11.5,33.4285714285714,44.9285714285714,24.5535714285714,9.48214285714286,4.21428571428571,13.9107142857143,22.6071428571429,105.517857142857,3.80357142857143,2016-02-21,57,103.396428571429,99.9267857142857,3.46964285714286,0.622875,1.87589285714286,17.6732142857143,0.248071428571429,0.748732142857143,0.493821428571429,0.138892857142857,0.490857142857143,0.531875,0.199446428571429,101.205357142857,0.523107142857143
21500825,1610612743,"Nuggets","DEN","Denver","240:00",37,84.6909090909091,0.437436363636364,7.83636363636364,23.2363636363636,0.335454545454545,18.8181818181818,24.5818181818182,0.770672727272727,11.5272727272727,33.0181818181818,44.5454545454545,22.3090909090909,7.41818181818182,4.56363636363636,14.1272727272727,20.6727272727273,100.654545454545,-3,2016-02-21,56,102.161818181818,105.461818181818,-3.30363636363636,0.602218181818182,1.70127272727273,16.7854545454545,0.258327272727273,0.772763636363636,0.511927272727273,0.147836363636364,0.484,0.527509090909091,0.199072727272727,97.8907272727273,0.478036363636364
21500826,1610612756,"Suns","PHX","Phoenix","240:00",37.1454545454545,84.6727272727273,0.439272727272727,9.10909090909091,25.1272727272727,0.356654545454545,17.1090909090909,22.5818181818182,0.752690909090909,10.6,32.3272727272727,42.9272727272727,20.6727272727273,8.14545454545454,3.98181818181818,16.3454545454545,22.3818181818182,100.509090909091,-6.43636363636364,2016-02-21,56,99.5309090909091,107.061818181818,-7.53272727272727,0.558018181818182,1.28363636363636,15.5836363636364,0.239490909090909,0.763036363636364,0.4944,0.168072727272727,0.493018181818182,0.531854545454545,0.198781818181818,100.258545454545,0.452781818181818
21500826,1610612759,"Spurs","SAS","San Antonio","240:00",40.8545454545455,83.3090909090909,0.491054545454545,7.25454545454545,18.5272727272727,0.395236363636364,15.9636363636364,19.9636363636364,0.8028,9.36363636363636,34.9454545454545,44.3090909090909,25.1818181818182,8.07272727272727,5.87272727272727,12.8727272727273,17.6545454545455,104.927272727273,12.5454545454545,2016-02-21,56,109.3,95.7509090909091,13.5381818181818,0.616727272727273,2.11418181818182,19.2109090909091,0.232,0.796927272727273,0.526436363636364,0.138836363636364,0.534854545454545,0.570272727272727,0.198909090909091,96.2956363636364,0.590327272727273
21500827,1610612751,"Nets","BKN","Brooklyn","240:00",37.8363636363636,83.7818181818182,0.451618181818182,6.05454545454545,17.4727272727273,0.340981818181818,14.8,19.4545454545455,0.753781818181818,10.3454545454545,32.3272727272727,42.6727272727273,21.8,7.27272727272727,3.96363636363636,14.5090909090909,17.6,96.5272727272727,-6.96363636363636,2016-02-21,56,99.5272727272727,106.669090909091,-7.14,0.577345454545454,1.58145454545455,16.8381818181818,0.234763636363636,0.765745454545455,0.495181818181818,0.154218181818182,0.488054545454545,0.522909090909091,0.199090909090909,96.6792727272727,0.460163636363636
21500827,1610612766,"Hornets","CHA","Charlotte","240:00",36.4074074074074,84.6296296296296,0.430203703703704,10.3518518518519,29.4259259259259,0.349611111111111,18.8148148148148,23.8333333333333,0.796240740740741,9.25925925925926,34.7592592592593,44.0185185185185,21.1296296296296,7.12962962962963,5.31481481481481,12.3333333333333,18.462962962963,101.981481481481,1.16666666666667,2016-02-21,55,102.903703703704,101.72962962963,1.18333333333333,0.583925925925926,1.7937037037037,16.2425925925926,0.20162962962963,0.7995,0.494925925925926,0.132777777777778,0.491518518518519,0.536574074074074,0.19837037037037,97.782037037037,0.49887037037037
21500828,1610612753,"Magic","ORL","Orlando","240:00",38.6792452830189,86.2264150943396,0.449830188679245,7.92452830188679,22.4339622641509,0.350377358490566,14.3396226415094,18.622641509434,0.772849056603774,10.4905660377358,33.6603773584906,44.1509433962264,22.9811320754717,7.92452830188679,5.13207547169811,14.1320754716981,20.1698113207547,99.622641509434,-1.26415094339623,2016-02-21,54,101.160377358491,103.103773584906,-1.93207547169811,0.593509433962264,1.66433962264151,17.3566037735849,0.232037735849057,0.769377358490566,0.499132075471698,0.148641509433962,0.495924528301887,0.52888679245283,0.198981132075472,96.5554716981132,0.489075471698113
21500828,1610612754,"Pacers","IND","Indiana","240:00",38.2592592592593,85.5740740740741,0.447944444444444,8.2962962962963,23.6666666666667,0.349444444444444,17.7037037037037,23.5925925925926,0.749481481481482,10.6666666666667,33.4074074074074,44.0740740740741,20.4444444444444,9.24074074074074,4.66666666666667,14.7777777777778,19.5555555555556,102.518518518519,2.25925925925926,2016-02-21,55,101.951851851852,99.5296296296296,2.42037037037037,0.531296296296296,1.42611111111111,15.4203703703704,0.236203703703704,0.756,0.495277777777778,0.151592592592593,0.496351851851852,0.535166666666667,0.199092592592593,99.5155555555556,0.519981481481481
21500829,1610612761,"Raptors","TOR","Toronto","240:00",36.3207547169811,81.2641509433962,0.448754716981132,8.47169811320755,23.0754716981132,0.362377358490566,20.7924528301887,26.5660377358491,0.785735849056604,10.188679245283,33.1320754716981,43.3207547169811,18.5094339622642,8.26415094339623,5.30188679245283,12.6037735849057,19.3962264150943,101.905660377358,4.16981132075472,2016-02-21,54,106.028301886792,101.860377358491,4.16792452830189,0.507735849056604,1.60867924528302,14.7660377358491,0.239981132075472,0.778075471698113,0.512150943396226,0.140188679245283,0.500811320754717,0.550169811320755,0.198264150943396,95.7903773584906,0.524735849056604
21500829,1610612763,"Grizzlies","MEM","Memphis","240:00",36.3703703703704,81.7962962962963,0.446592592592593,6.05555555555556,17.7592592592593,0.336981481481481,19.5555555555556,24.7592592592593,0.788259259259259,9.83333333333333,31.0740740740741,40.9074074074074,21.2407407407407,8.7962962962963,4.37037037037037,12.5185185185185,21.4444444444444,98.3518518518518,-0.796296296296296,2016-02-21,55,102.542592592593,103.068518518519,-0.52962962962963,0.584518518518519,1.73888888888889,16.6537037037037,0.225611111111111,0.756074074074074,0.488037037037037,0.137666666666667,0.483962962962963,0.532851851851852,0.198574074074074,95.325,0.501388888888889
21500830,1610612742,"Mavericks","DAL","Dallas","240:00",36.7678571428571,83.8392857142857,0.439732142857143,9.60714285714286,28,0.3415,17.7142857142857,22.6607142857143,0.780285714285714,8.83928571428571,34.0892857142857,42.9285714285714,21.3928571428571,6.75,3.48214285714286,12.4285714285714,19.0714285714286,100.857142857143,-0.964285714285714,2016-02-21,57,103.2,103.303571428571,-0.101785714285714,0.584160714285714,1.91857142857143,16.6928571428571,0.197321428571429,0.76775,0.481107142857143,0.130535714285714,0.497107142857143,0.538607142857143,0.19925,96.4275,0.501357142857143
21500830,1610612755,"76ers","PHI","Philadelphia","240:00",35.9259259259259,82.6296296296296,0.435666666666667,8.51851851851852,25.5555555555556,0.332759259259259,15.1111111111111,22.1111111111111,0.684462962962963,9.59259259259259,32.2592592592593,41.8518518518519,20.7037037037037,8.46296296296296,6.62962962962963,17.0925925925926,21.7407407407407,95.4814814814815,-10.1481481481481,2016-02-21,55,94.9555555555555,105.02037037037,-10.0722222222222,0.575759259259259,1.25259259259259,15.7296296296296,0.214592592592593,0.751814814814815,0.478666666666667,0.177833333333333,0.487481481481481,0.518092592592593,0.198425925925926,99.9774074074074,0.42962962962963
21500831,1610612741,"Bulls","CHI","Chicago","240:00",38.5740740740741,88.4814814814815,0.437055555555556,7.38888888888889,20.5185185185185,0.358962962962963,16.8333333333333,21.6851851851852,0.76887037037037,11.5925925925926,36.3703703703704,47.962962962963,21.8888888888889,5.98148148148148,5.88888888888889,13.5555555555556,19.2407407407407,101.37037037037,-0.685185185185185,2016-02-21,55,100.924074074074,101.918518518519,-0.992592592592593,0.567759259259259,1.73222222222222,16.3055555555556,0.250574074074074,0.74862962962963,0.505518518518518,0.139740740740741,0.479203703703704,0.518148148148148,0.198907407407407,98.7137037037037,0.498925925925926
21500831,1610612747,"Lakers","LAL","Los Angeles","240:00",35.0535714285714,84.8035714285714,0.414946428571429,7.80357142857143,24.5714285714286,0.32125,18.8928571428571,24.3214285714286,0.770642857142857,10.5714285714286,32.3392857142857,42.9107142857143,18.2321428571429,7.14285714285714,4.41071428571429,13.3392857142857,20.0892857142857,96.8035714285714,-9.55357142857143,2016-02-21,57,97.8142857142857,108.632142857143,-10.8232142857143,0.522142857142857,1.36821428571429,14.2357142857143,0.226642857142857,0.739982142857143,0.477571428571429,0.142089285714286,0.461053571428571,0.507982142857143,0.198607142857143,98.3139285714286,0.426125
21500832,1610612757,"Trail Blazers","POR","Portland","240:00",38.6181818181818,85.9636363636364,0.450036363636364,10.1818181818182,28.4545454545455,0.355363636363636,15.6909090909091,21.6181818181818,0.724018181818182,11.8181818181818,34.0909090909091,45.9090909090909,21.4545454545455,6.98181818181818,4.21818181818182,14.2727272727273,21.8727272727273,103.109090909091,1.12727272727273,2016-02-21,56,104.92,104.338181818182,0.581818181818182,0.555145454545455,1.59727272727273,16.2509090909091,0.263509090909091,0.776763636363636,0.518109090909091,0.149745454545455,0.5094,0.541072727272727,0.199072727272727,97.6378181818182,0.490690909090909
21500832,1610612762,"Jazz","UTA","Utah","240:00",35.7962962962963,80.2222222222222,0.447537037037037,8.24074074074074,23.2592592592593,0.356333333333333,18.037037037037,24.0555555555556,0.751703703703704,10.9074074074074,31.9814814814815,42.8888888888889,18.462962962963,7.77777777777778,5.18518518518519,14.0185185185185,21.3888888888889,97.8703703703704,1.38888888888889,2016-02-21,55,103.327777777778,102.32962962963,1.00185185185185,0.515259259259259,1.33444444444444,14.8111111111111,0.260055555555556,0.769462962962963,0.516777777777778,0.157203703703704,0.499074074074074,0.54037037037037,0.198296296296296,93.1448148148148,0.509592592592593
21500833,1610612739,"Cavaliers","CLE","Cleveland","240:00",38.4814814814815,83.9814814814815,0.460055555555556,10.0740740740741,28.1481481481481,0.356314814814815,16.1296296296296,22.0555555555556,0.737814814814815,10.9259259259259,34.0740740740741,45,22.3703703703704,6.7962962962963,3.77777777777778,12.7037037037037,20.3888888888889,103.166666666667,6.35185185185185,2016-02-22,55,107.448148148148,100.964814814815,6.48703703703704,0.579851851851852,1.81240740740741,17.1685185185185,0.256814814814815,0.783814814814815,0.522592592592593,0.139759259259259,0.520444444444444,0.55262962962963,0.198444444444444,95.2337037037037,0.531555555555556
21500833,1610612765,"Pistons","DET","Detroit","240:00",38.1071428571429,87.6785714285714,0.436267857142857,8.92857142857143,26.4642857142857,0.336125,16.4285714285714,25.4821428571429,0.653482142857143,13,33.5178571428571,46.5178571428571,18.5892857142857,7.375,3.82142857142857,13.125,19.5,101.571428571429,0.482142857142857,2016-02-22,57,102.146428571429,102.542857142857,-0.385714285714286,0.4895,1.4625,14.1410714285714,0.272482142857143,0.787660714285714,0.518,0.137375,0.487946428571429,0.515071428571429,0.199035714285714,97.8505357142857,0.478017857142857
21500834,1610612748,"Heat","MIA","Miami","265:00",36.9454545454545,80,0.463018181818182,6.03636363636364,18.7454545454545,0.317272727272727,16.7636363636364,22.7636363636364,0.7424,9.21818181818182,34.3636363636364,43.5818181818182,20.3090909090909,6.4,6.41818181818182,13.3272727272727,17.5090909090909,96.6909090909091,0.145454545454545,2016-02-22,56,101.916363636364,100.718181818182,1.21090909090909,0.548763636363636,1.57563636363636,16.2181818181818,0.216654545454545,0.787363636363636,0.509527272727273,0.148654545454545,0.501327272727273,0.538709090909091,0.198381818181818,94.9936363636364,0.517672727272727
21500834,1610612754,"Pacers","IND","Indiana","265:00",38.3090909090909,85.5090909090909,0.448890909090909,8.30909090909091,23.6727272727273,0.349909090909091,17.6363636363636,23.5454545454545,0.747981818181818,10.5636363636364,33.5090909090909,44.0727272727273,20.5454545454545,9.2,4.69090909090909,14.8909090909091,19.6545454545455,102.563636363636,2.27272727272727,2016-02-22,56,101.878181818182,99.4418181818182,2.43636363636364,0.533163636363636,1.42272727272727,15.4818181818182,0.234236363636364,0.756436363636364,0.495254545454545,0.1524,0.497418181818182,0.535890909090909,0.199109090909091,99.6607272727273,0.520018181818182
21500835,1610612752,"Knicks","NYK","New York","240:00",36.9649122807018,84.1228070175439,0.440280701754386,7.19298245614035,21.4035087719298,0.336298245614035,18.0701754385965,22.2982456140351,0.815140350877193,10.4912280701754,33.5614035087719,44.0526315789474,20.3157894736842,5.85964912280702,5.64912280701754,12.8245614035088,20.6315789473684,99.1929824561404,-2.14035087719298,2016-02-22,58,102.235087719298,104.854385964912,-2.62631578947368,0.552228070175439,1.59017543859649,15.8456140350877,0.240491228070175,0.760789473684211,0.503035087719298,0.139964912280702,0.483228070175439,0.528859649122807,0.198473684210526,96.0312280701754,0.487122807017544
21500835,1610612761,"Raptors","TOR","Toronto","240:00",36.2592592592593,81.2592592592593,0.447981481481481,8.44444444444444,23.1666666666667,0.360296296296296,20.8703703703704,26.6481481481481,0.786111111111111,10.1666666666667,33.2222222222222,43.3888888888889,18.3888888888889,8.18518518518519,5.24074074074074,12.5925925925926,19.4444444444444,101.833333333333,4.33333333333333,2016-02-22,55,105.887037037037,101.664814814815,4.22037037037037,0.505074074074074,1.59481481481481,14.6759259259259,0.239407407407407,0.778333333333333,0.512222222222222,0.140203703703704,0.499888888888889,0.549574074074074,0.198222222222222,95.8009259259259,0.525444444444444
21500836,1610612737,"Hawks","ATL","Atlanta","240:00",38.6666666666667,84.2456140350877,0.459684210526316,9.49122807017544,27.3333333333333,0.349105263157895,15.8421052631579,20.1228070175439,0.787684210526316,8.50877192982456,32.8070175438597,41.3157894736842,25.4736842105263,9.47368421052632,5.52631578947368,14.7543859649123,19.0526315789474,102.666666666667,2.43859649122807,2016-02-22,58,102.942105263158,99.9649122807018,2.9719298245614,0.655473684210526,1.75631578947368,18.9543859649123,0.192736842105263,0.745157894736842,0.472894736842105,0.152017543859649,0.516122807017544,0.552105263157895,0.199157894736842,99.3175438596491,0.516210526315789
21500836,1610612744,"Warriors","GSW","Golden State","240:00",42.4814814814815,87.0555555555556,0.489314814814815,12.8518518518519,30.537037037037,0.417888888888889,17.4444444444444,23.1111111111111,0.756481481481482,10.3888888888889,36.3703703703704,46.7592592592593,29.1296296296296,8.25925925925926,6.14814814814815,15.1111111111111,20.8333333333333,115.259259259259,11.5,2016-02-22,55,112.877777777778,99.8981481481482,12.9777777777778,0.683962962962963,2.04351851851852,20.4777777777778,0.242407407407407,0.758703703703704,0.516722222222222,0.149962962962963,0.563740740740741,0.594518518518519,0.199462962962963,102.295925925926,0.577074074074074
21500837,1610612747,"Lakers","LAL","Los Angeles","240:00",35.1929824561403,84.9473684210526,0.415771929824561,7.78947368421053,24.5087719298246,0.321456140350877,18.9473684210526,24.4736842105263,0.768824561403509,10.6842105263158,32.2456140350877,42.9298245614035,18.140350877193,7.10526315789474,4.40350877192982,13.2280701754386,20.0877192982456,97.1228070175439,-9.57894736842105,2016-02-22,58,98.1456140350877,109.170175438596,-11.0298245614035,0.518280701754386,1.37280701754386,14.1631578947368,0.229017543859649,0.740526315789474,0.478614035087719,0.141017543859649,0.461736842105263,0.508456140350877,0.19859649122807,98.2466666666667,0.425385964912281
21500837,1610612749,"Bucks","MIL","Milwaukee","240:00",37.8571428571429,82.2321428571429,0.460785714285714,5.46428571428571,15.7678571428571,0.345125,17.2142857142857,22.8214285714286,0.757375,10.75,31.4464285714286,42.1964285714286,22.875,7.85714285714286,5.76785714285714,15.0178571428571,21.3571428571429,98.3928571428571,-4.46428571428571,2016-02-22,57,101.373214285714,105.582142857143,-4.2125,0.605214285714286,1.61214285714286,17.4285714285714,0.251214285714286,0.729696428571429,0.493035714285714,0.160017857142857,0.494285714285714,0.534285714285714,0.198982142857143,96.4235714285714,0.48325
